condition,drugName,rating,sideEffects,review,sentiment
not listed   othe,amitriptyline,7,Extremely Severe Side Effects,elavil mg since last night slept way night woke tired morning mg first work mg work trying dose feel much better hope continues work dose took five hour bedtime felt tired went bed five hour later taking pm,-0.125
not listed   othe,amoxicillin,9,Moderate Side Effects,good,0
not listed   othe,amoxicillin   clavulanate,10,Severe Side Effects,pneumonia day took augmentin felt better day side effect nausea diarrhea day,0
not listed   othe,amphetamine   dextroamphetamine,9,Extremely Severe Side Effects,adderall totally brought life focus started taking month ago really wish medicine kid addition add severe anxiety depression child teenager adderall given focus lifted general mood taken anxiety away made productive human actually starting business bad thing really careful much take opposite effect e severe anxiety focus take right way change life one bad thing stigma surrounding medicine treated like addict pharmacist,-0.125
not listed   othe,atenolol,7,No Side Effects,seems work,0
not listed   othe,baclofen,10,Moderate Side Effects,abusing alcohol around year landed hospital ed ed doctor prescribed baclofen started mg per day enough relapsed several time mg day perfect dose longer crave alcohol like used anxiety feel control gone back study started rebuild broken relationship baclofen miracle drug,0
not listed   othe,clarithromycin,9,No Side Effects,ailment actually bronchitis tracheal irritation lung started taking exhausted coughing diarrhea first day took first dose late breakfast since took middle breakfast gi symptom since cough chest showed almost immediate improvement difference also limiting sugar intake prevent yeast infection eating yogurt every day taking acidophilus prevent bowel irritation far good day left noticed bitter taste mouth day ago felt reassured reading comment side effect,0
not listed   othe,cyproheptadine,10,No Side Effects,okay got subscribed pill stomach doctor cyclic vomiting syndrome month month month would wake throwing nauseous hell spent whole year going emergency room panic prescribed medicine stopped waking sick every morning sick every morning caused able eat ended medicine made wake sick actually allowed eat every morning day like normal person back medicine take couple week maybe le depending body took right bed every night effect sleepiness whose except first week want wakeup fast,0
not listed   othe,desvenlafaxine,7,Mild Side Effects,taking mg every morning month trileptal mg night adderal lunch scattered depressed last january due lot life change really life sabotaged living without treatment medicine saved life continue long work pritiq good mistakenly got dose mixed first started pristiq took mg never felt better soon found dangerous max mg whew must careful life good today also use pristiq discount card pay half price really help,0.333333333
not listed   othe,diclofenac,10,Mild Side Effects,absolutely changed life got progressively worse would become stiff sitting fifteen minute would need help standing nobody see walking would mistake olympic athlete move freely almost without pain best thing gave uninterrupted sleep started taking med could sleep hour without getting tear eye pain walking around chewing aspirin,0.333333333
not listed   othe,esomeprazole,10,Extremely Severe Side Effects,nexium year,-0.125
not listed   othe,estradiol,4,Mild Side Effects,started using estrace frequent urination burning dryness started menopause yr ago use estrace day stop due bleeding cramping last week fan,0.333333333
not listed   othe,ethinyl estradiol   levonorgestrel,1,Mild Side Effects,anemia primary thought would aid anemia prescribing camrese shorten amount period thought would great idea since period little heavy even bc well first pack great second pack started good middle started spotting figured big deal stop spotting saw gyne week spotting said oh first round stick better next round well exact bled monthly pill officially stopped using pill waiting breakthrough bleeding end go back normal pill,0.333333333
not listed   othe,ethinyl estradiol   norgestimate,3,Extremely Severe Side Effects,pill week put regulate hormone level passing lot period would ovulate sexually active say week kinda miserable nausea horrible get especially morning middle night giving horrible headache used pretty moody nothing compared constantly irritated take nothing make furious gonna stick month doctor said side effect stop switch something else,-0.125
not listed   othe,fluoxetine,4,Extremely Severe Side Effects,hi suffering anxiety panic attack sometimes depression serious depression around month due experience whilst taking mdma panic attack night led calling ambulance felt faint fast breathing paramedic arrived arm went numb due fast breathing decided see gp next day prescribed fluoxetine coming sixth day using medication kind feel calmer first week kind last resort thing start use medication finger toe crossed hope many overcome anxiety stress problem,-0.125
not listed   othe,hydromorphone,10,Mild Side Effects,medication work towards quality life good side effect chronic pain multiple reason including cancer thank doctor understanding finding pain relief right,0.333333333
not listed   othe,hydroxyzine,1,Extremely Severe Side Effects,believe doctor kept talking hated drowsy feeling day take benadryl night eczema induced hive three benadryl stuff took last night starting get little itchy stinkin zombie day slept whole saturday away furious put pill garbage disposal changing doctor listen instead pretending listen take stuff definitely drive several day taken taking several allegra time taken away itching willing able complete daily task,-0.125
not listed   othe,lamotrigine,10,Moderate Side Effects,anxiety bout depression whole life tried adhd med anxiety ssri self medicated year wife therapist telling bipolar year recently anxiety near panic attack every day started taken lamotragine x day day panic went away racing thought depression never thought drug could work well amazing really believe,0
not listed   othe,levothyroxine,1,Extremely Severe Side Effects,put levothyroxine month ago sent evaluation diagnosed hashimoto levothyroxine caused inflammation right knee inflamed wound going mri find hurt bad stopped taking levothyroxin knee started feeling better within two day stopping also feel le swollen overall think drug help case made worse longer taking worth much pain find alternative way dealing autoimmune issue,-0.125
not listed   othe,lisdexamfetamine,9,Extremely Severe Side Effects,good medicine help school although concerned son pettie regular appetite read side effect said medication slow growth son big issue height beside start taking vyvanse took adderall xr big difference attitude,-0.125
not listed   othe,mirtazapine,1,Moderate Side Effects,absolutely horrible literally took one tablet knocked day feel like absolute zombie drive barely string sentence together sleeping horribly making weird vivid dream wake exhausted never ever take pill,0
not listed   othe,morphine,4,Extremely Severe Side Effects,aside making sleepy hour taking capsule help much pain,-0.125
not listed   othe,nortriptyline,8,No Side Effects,agree small dose keep virtually symptom free year side effect mild sleepiness take bedtime problem,0
not listed   othe,prednisone,1,No Side Effects,given mg low cortisol took first day ok nd day absolute rage day plus agitated literally ready go mental home carried week last day woke headache like head splitting open saturday set hospital thought know get rage headache side effect prednisone time take dose steroid bone spur another joint,0
not listed   othe,propranolol,10,Mild Side Effects,absolutely incredible tried xanax first time horrible side effect switched propranolol honestly good true believe actually worked totally doubted medication prescribed propranolol ptsd med,0.333333333
not listed   othe,tadalafil,5,Extremely Severe Side Effects,cialis mg daily reduced frequent spotty urination side effect however done nothing ed prostrate exam since taking cialis assume reduced size,-0.125
not listed   othe,testosterone,9,Mild Side Effects,started taken testo gel month ago year old male noticeable difference first month felt energetic happier le inclined sit morning wood got bigger started losing weight month thing better really love stuff two sachet day rub abdomen free uk believe much u pay issue pain whatsoever,0.333333333
not listed   othe,varenicline,10,Moderate Side Effects,far side effect headache nausea moodiness kept wanting cigarette two day,0
not listed   othe,amlodipine   benazepril,1,Mild Side Effects,amlodipine made unable concentrate feel faint depressed ache time energy constipated cannot function normally,0.333333333
not listed   othe,aripiprazole,1,Mild Side Effects,abilify made extremely aggitated smallest thing normally anger time surprised end prison psych ward one worst experience life must good ad campaign drug doctor seems think answer everything fact two trial done drug became next coming jesus done drug company made funny thing thy hide trial caused agitation little le half patient raise question company even bother doin trial sell sugar pill clear money motivator,0.333333333
not listed   othe,azelastine,8,Extremely Severe Side Effects,drug help nasal symptom make drowsy might medication take daily basis cymbalta stahist helped symptom use along flonase get headache stuffiness happy continue using hopefully drowsiness effect get better time used use asteline,-0.125
not listed   othe,brexpiprazole,10,Mild Side Effects,actually take bipolar ii far good thing say rexulti replacing abilify pooped many year rexulti controlling mood swing lifted depression left feeling alert clear headed productive single side effect,0.333333333
not listed   othe,buprenorphine,3,No Side Effects,allergic reaction patch red blistering itching usually rd day,0
not listed   othe,buspirone,3,Extremely Severe Side Effects,airforce quack colonel decided change xanax buspar bad could stand without taking food felt like daydreaming luckily put back xanax,-0.125
not listed   othe,carvedilol,1,Moderate Side Effects,serious chest joint pain headache leg pain,0
not listed   othe,cetirizine,10,Mild Side Effects,allergic rhinitis long remember otcs worked symptom always returned primary care provider prescribed zyrtec flonase though prescribed use medication daily basis use required combination halt attack within minute taking could happier regimen,0.333333333
not listed   othe,ciprofloxacin,1,Moderate Side Effects,good experience severe head pain throat discomfort,0
not listed   othe,doxazosin,10,Extremely Severe Side Effects,personally generic doxazosin effective fraction cost patented big drug company product,-0.125
not listed   othe,ethinyl estradiol   norgestrel,10,Mild Side Effects,body rejected medicine like crazy including birth control birth control ever worked recently started taking due irregular cycle heavy bleeding year since taken two kid tried two birth control hospitalized iud taken birth control two week ago breast tenderness never acne feel skin lot glowing remember gyno change level hormone dosage medicine give talk gyno first quitting really great doctor take time make right find one really work,0.333333333
not listed   othe,exenatide,10,Extremely Severe Side Effects,bydureon month found effective lower blood sugar decreasing appetite side effect however caused discontinue using per doctor instruction experiencing system likened stomach virus bloated stomach nausea diarrhea every third fourth week month effect bad enough miss work experienced knot injection site goodness large needle used,-0.125
not listed   othe,fenofibrate,6,Extremely Severe Side Effects,diarrhea side effect,-0.125
not listed   othe,fentanyl,3,Mild Side Effects,administered fentanyl endoscopy stopped breathing procedure recovery still woozy two day fentanyl also perspire mild exertion drug seems agree better go rage demerol,0.333333333
not listed   othe,fexofenadine,10,Mild Side Effects,allegra allergy medicine help prescription counter medicine seem mask problem even well insurance company aetna stopped covering last year decided use brand price allegra next year think pay money allegra,0.333333333
not listed   othe,guaifenesin,1,Mild Side Effects,bronchial asthma thought bronchitis took guaifenesin felt like bronchials closing call dr tell get prednisone took half tab guaifenesin went bed woke spasing breath couple nebulizer treatment take prednisone open called doctor said take anymore,0.333333333
not listed   othe,ibuprofen,7,Mild Side Effects,better nsaid serious pain need something little stronger,0.333333333
not listed   othe,isotretinoin,10,Extremely Severe Side Effects,accutane month bad thing would say dryness migraine part suck day treatment month doctor twice day started getting nose bleeds terrible migraine made throw told doctor backed day acne started clearing first month still bad month two finally clear skin amazing seen day without zit year feel great highly recommend accutane people suffer depressing acne tried proactive time acne free clearasil clean advantage kit homepathic remedy work accutane,-0.125
not listed   othe,ketoconazole,10,Mild Side Effects,st application xelogel burned badly help making pain filled noise really wanted scream wish dr warned rash improved day hurt le apply gel amazing see quickly rash disappeared,0.333333333
not listed   othe,levetiracetam,6,Extremely Severe Side Effects,acceptable result medicine although take several type bi polar medicine time,-0.125
not listed   othe,lithium,10,Extremely Severe Side Effects,antidepressant worked initial introduction phase wear become suicidal since year ago started lithium carbonate remember feeling stable happy long time like much medicine miss tablet row usually take like week feel old self opposed antidepressant take week love lithium saved life,-0.125
not listed   othe,meclizine,2,Extremely Severe Side Effects,dealing motion sick type issue year meclizine work regardless dosage even taken first onset symptom totally useless fact thing work diphenhydramine dramamine may diphenhydramine combine chlorotheophylline reduce sedative effect must alter entire chemistry something rename active ingredient dimenhydrinate much le effective diphenhydramine benedryl anyways gave meclizine two star never notice adverse effect despite sensitive medication know people work,-0.125
not listed   othe,medroxyprogesterone,10,Mild Side Effects,abnormal bleeding getting double dose month next dose,0.333333333
not listed   othe,methocarbamol,10,Extremely Severe Side Effects,absolutely love medication car accident suffer permanant back neck damage also hair dresser order work pain killer muscle relaxer rest life started taking percocet grew allergy opiate derivative result doctor perscribed robaxin family high tolerance pain medication afraid would work pleasantly surprised worked wonderful could still function focus added plus possibility dependancy love,-0.125
not listed   othe,methylphenidate,8,Mild Side Effects,absolutely love medication adhd mood stabilizer work wonder little side effect coming evening another story coming period suck get consumed rage,0.333333333
not listed   othe,minoxidil,10,Mild Side Effects,age started losing hair became noticeable age brought minoxidil first month hair fall occurred next month hair regrowth took place highly recommended,0.333333333
not listed   othe,nebivolol,5,Extremely Severe Side Effects,bystolic month different blood pressure medicine allergic everything sun tolerate medicine great keeping blood pressure slows heart rate way body tolerate well taking exercising walking every day decrease amount take blood pressure went also give awful headache cause balance problem guess tolerate side effect much trouble taking medicine,-0.125
not listed   othe,norethindrone,1,Extremely Severe Side Effects,birth control great enjoy bleeding day put control bleeding bleed every day,-0.125
not listed   othe,nystatin   triamcinolone,10,Mild Side Effects,abscess upper thigh doc gave bactrim take took pill really bad reaction reaction swollen vagina itchy sore lesion swollen got went see different doc weekend thought herpes well know body herpes look like test herpes go back doc gave bactrim said allergic reaction anyways severe yeast infection bactrim gave pill yeast miracle cream taking two day feel see big difference never take bactrim thank god miracle cream fyi bactrim banned uk,0.333333333
not listed   othe,ondansetron,7,Moderate Side Effects,chequered relationship alcohol yr found way back sobriety crippled nausea vomiting many time tried usual suspect year medicine increase motility emptying stomach quickly right phenothiazine used relieve amongst thing sea sickness psychosis google anti emetic want get sober one week ten day period family support probably important drug ask doctor serious anti sickness drug keep hydrated drink ginger tea rest good luck advice sound god bless dave x,0
not listed   othe,orlistat,10,Mild Side Effects,fatty liver st lb orlistat almost month lost st lb totally cut crap eating healthy used correctly orlistat really work,0.333333333
not listed   othe,oxcarbazepine,1,Mild Side Effects,completely messed stomach constipated nauseated vomiting rectal bleeding agitation sleep problem muscle discomfort restless leg syndrome upon discontinuation medication also believe increased agitation abdominal discomfort led increase blood pressure,0.333333333
not listed   othe,oxybutynin,9,Mild Side Effects,year old used drug ureteroscopy large kidney stone stent place week found drug worked miracle relieved pain bladder kidney helped urination become far le painful side effect made slightly lethargic tired beat pain day,0.333333333
not listed   othe,phenazopyridine,10,Extremely Severe Side Effects,come home early work thought needed er called si said try uricalm first soooo glad took advice went fetal position nausea pain almost complete relief le hour le hour never written review anything life beyond amazing help pas along fellow hurting mama still cranberrying antibiotic ing symptom totally subsided tear cheer total disbelief hahaha sound like infomercial promise real good luck,-0.125
not listed   othe,phendimetrazine,10,Severe Side Effects,taking mg three time day felt great lost lb month excited losing total pound coming lb originally,0
not listed   othe,pregabalin,9,Severe Side Effects,found made huge difference first two week side effect felt really yuk happy late taking dose really feel difference,0
not listed   othe,promethazine,10,Mild Side Effects,got given first emergency department rash breaking face work also anxiety found way better valium etc feel relaxed sleep take half tablet night mg tablet help allergy god send relax mind love noticed people take nausea always used stemitel work almost instantly adverse reaction either know use anxiety,0.333333333
not listed   othe,ranitidine,7,No Side Effects,take ranitidine mg twice day everyday taking usually help calm stomach take another pill soon pain come back unless eat small meal,0
not listed   othe,rizatriptan,9,Extremely Severe Side Effects,chronic migraine around year take mg usually take care headache make neck ache little relief horrible symptom migraine well worth tried triptans one work best generic inexpensive,-0.125
not listed   othe,st  john s wort,9,Extremely Severe Side Effects,turned st john wort prescribed anti depressant medication following breakdown marriage day taking prescribed medication like way started change person feeling control turned st john wort reading detail worldwide clinical trial tend use know going susceptible period depression find really help tip would try different brand,-0.125
not listed   othe,sucralfate,10,Mild Side Effects,immediate relief diagnosed duodenal ulcer month ago month antacid healed symptom recurred month ago gastro said gastritis gave antacid much still burping time waking time night burp like baby stomach tenderness swelling faux hunger pang nausea first sucralfate pill stopped take x day hour meal prescription next month also eating disorder constantly triggered fake feeling hunger sore stomach since starting medication disorder easier manage,0.333333333
not listed   othe,sumatriptan,1,No Side Effects,bad experience reaction half dose take away headache increase pain heavy weight feeling chest shortness breath cold sweat med nightmare felt immediate pain pressure head neck shoulder worst however feeling like one hundred pound weight chest additionally nausea cold sweat feeling like big trouble practically er trip beware med may everyone go back advil coke fiorocet cure worse disease case,0
not listed   othe,terbinafine,2,Mild Side Effects,taking terbinafine tablet daily intestinal candidiasis almost month got itchy red bump leg soon spread red bump blotch arm upper chest along incredible itching eliminating scabies cause terbinafine identified culprit since prescription medication synthroid taken year without problem terbinafine month bump gone blotch fading longer unbelievable itching stop even mg dye free benadryl capsule never take drug even though help candida assessed delayed reaction allergy testing,0.333333333
not listed   othe,triamcinolone,9,No Side Effects,feel positive response medicine,0
not listed   othe,acetaminophen   butalbital   caffeine,6,Extremely Severe Side Effects,constant headache migraine well use headache get really bad brings back tolerable level help sleep use needed average le week,-0.125
not listed   othe,acetaminophen   phenylephrine,10,Mild Side Effects,medicine counter prescribed doctor clear sinus headache without making drowsy usually within minute relief,0.333333333
not listed   othe,acetaminophen   propoxyphene,10,Severe Side Effects,darvocet n year rheumatoid arthritis controlled pain except full fledged flare take methotrexate control arthritis insurance company denied pay send letter doctor still denied know drug work suggest change percocet pay work guess endure pain thanks darvocet pain free year,0
not listed   othe,acetaminophen   tramadol,8,Mild Side Effects,started taking tramacet ultracet year half ago severe back pain screwed spinal tap take edge enough make day saying lot since day pain bad curled ball sobbing try limit pill day go maximum desperate experience acid reflux side effect point doctor prescribed ranitidine help also discovered tramacet experience pounding ear constant whooshing though holding seashell ear throw balance moving sitting laying position side effect suffered bother enough noted,0.333333333
not listed   othe,adalimumab,9,Mild Side Effects,child incredibly active around age started showing sign constantly drs begging looked shrugged making fibromyalgia endometriosis diabetes completely incapable turning head trouble walking someone took serious specialist discovered started humira dec mg dose every day morning woke lay shock felt like since kid sat bed sobbed thankful humira every single day walk everywhere skip step neck may permanently frozen hopeful,0.333333333
not listed   othe,adenosine,10,Mild Side Effects,use medication several time due rapid heartrate highest heart increased bpm anytime call insert iv medication pushed quickly iv feel good bit pressure head hurt way ususally twice heart rate convert always work problem understand literally using ctrl alt delete technique never side effect effect experience exhaustion ran marathon without actually run mile,0.333333333
not listed   othe,alfuzosin,1,Extremely Severe Side Effects,started uroxatral replacement generic flomax pain urinating urgency frequency urination increased along lot difficulty getting started trying keep going top experienced rather bad constipation boot cleared going back terazosin,-0.125
not listed   othe,amikacin,1,Mild Side Effects,back pain vomiting fever stomach pain,0.333333333
not listed   othe,amitriptyline   chlordiazepoxide,9,Mild Side Effects,started medication week ago like low dose one bedtime working far may ask doctor dose refill side effect aware time,0.333333333
not listed   othe,amlodipine,1,No Side Effects,prescribed mg amlodipine treat coronary artery spasm myocardial infarction year first came nausea lasted week however chronic insomnia horrific extremely vivid nightmare began almost immediately still persisting even though stopped taking day ago another side effect experienced extremely stiff sore foot thought developed painful arthritis overnight walking horrible also experienced extreme fatigue day every day making near impossible care three child home school age thought losing mind feeling bit better every day scary experience,0
not listed   othe,apixaban,10,Extremely Severe Side Effects,young user year age second dvt highly active apparent side effect,-0.125
not listed   othe,apremilast,7,Severe Side Effects,otezla approximately week first week severe headache diarrhea st week side effect subsided skin clear rashy red inflammation hand cracked bloody far would recommend otezla however winter worst time let know go,0
not listed   othe,asenapine,1,Extremely Severe Side Effects,absoultely awful given depression made everything much worse took day day bad concerned day manic skipped midterm completely unable control emotion form day awoke confused disoriented day progressed manic numb hand articulate well cognitive impairment stiff muscle living nightmare also alcoholic two year sober feeling anything besides normal detriment drug care would gotten symptom drug pure poison,-0.125
not listed   othe,aspirin   butalbital   caffeine,10,Mild Side Effects,fiorinal pain medicine help headache degree satisfaction thanking god,0.333333333
not listed   othe,atropine,3,No Side Effects,week test used atropine dobutamine severe allergic reaction broke itchy red bumpy rash armpit spread next day arm leg buttock cortizone shot two course methylprednisone steroid pill several different type steroid cream itching bad could help scratch body raw bleeding place three said unusual chemical reaction occur week initial incident though way tell caused atropine dobutamine took new medication food came contact chemical plant,0
not listed   othe,bacitracin   neomycin   polymyxin b,10,Mild Side Effects,use cut scrape whole family significantly contributes healing side effect apply couple time day day,0.333333333
not listed   othe,balsalazide,10,Mild Side Effects,colazal completely rid crohn symptom year suffering worried yr symptom free need kidney transplant still able use get flare,0.333333333
not listed   othe,benzoyl peroxide,10,Mild Side Effects,bar really work used proactiv tried every product market also used acne wash kaiser work whatever panoxyl combination perfect year old skin still breaking use face chest back lifesaver,0.333333333
not listed   othe,betamethasone,1,Severe Side Effects,betaderm cream helped rash processing side face oily skin cream thick oily probably wrong thing expensive since plan given jar one would enough experiment,0
not listed   othe,bethanechol,9,Mild Side Effects,severe pain nausea prescribed medication still pain nausea tolerable,0.333333333
not listed   othe,biotin,10,Mild Side Effects,people drink ton water vitamin else biotin give acne cause severe headache make nauseous complain work give people get result reality wrong getting enough water worked wonder lost hair due medication stress started noticing result two week eyelash two month scalp get hair growth everywhere hair never looked healthier,0.333333333
not listed   othe,brimonidine,10,Mild Side Effects,open angle glaucoma eye alphagan p brought pressure short length time pressure stayed accceptable level past twelve year side affect,0.333333333
not listed   othe,camphor   menthol,4,Severe Side Effects,prescribed hc camphor menthol mix puppp rash developed week pregnancy told apply twice day find work hour pretty much useless spend majority day night sleepless ice pack effected area nothing work even take cool bath uncomfortable cool bath amount heat make itchy sting,0
not listed   othe,capsaicin,1,Mild Side Effects,peripheral neuropathy foot feeling sock crunched used stuff added severe burning used day returned buy burning foot go away kind cure burning foot le pain also get hand cause problem make sure wash otc cream say severe burning feeling possible never pain night sleep last night burning feeling product banned,0.333333333
not listed   othe,carbamazepine,3,Moderate Side Effects,bad side effect several month,0
not listed   othe,carisoprodol,10,Extremely Severe Side Effects,diagnosed year ago fibromyalgia multitude others well first year get anything work every kind muscle relaxer narcotic etc nothing worked chance go era much pain flare put soma believe actually got relief thing side effect could actually fall asleep whole new world,-0.125
not listed   othe,celecoxib,8,Moderate Side Effects,diagnosed year ago mobic year became somewhat ineffective left hip point could barely walk switched celebrex lot better taking month know long term effect nsaid damaging trying starch diet get nsaid far little success need stick much longer,0
not listed   othe,chlorpheniramine   hydrocodone,10,Mild Side Effects,awesome medication severe allergy taking medicine year environmental allergy getting worse worse many allergist kept giving nose spray shot week one year continual shot getting better doctor prescribed tussionex imagine feeling like bad cold year around coughing sneezing feeling miserable tussionex made feel normal forgotten like cough runny nose feeling like flu tussionex felt good since stopped cough runny nose ache pain neck sinus thank tussionex,0.333333333
not listed   othe,cholestyramine,6,Mild Side Effects,early day yet one month since commenced treatment questran marked decrease daily bowel activity crohn past year medication proved largely ineffective concerned potentially dangerous side effect medicine prescribed condition may since starting course treatment intake codeine lomotil imodium minimal constipation occurred manageable without going track four identified stricture looking barrel surgery moderately confident least far positive move,0.333333333
not listed   othe,clobetasol,10,No Side Effects,severe rectal itching year prescribed many useless harmful medicine treatment condition clobetasol stopped itching within day year itching returned,0
not listed   othe,clomipramine,10,Extremely Severe Side Effects,iv e srris along combination benzodiazepine past year treatment depression ptsd ocd nothing life changing effective clomipramine expensive prescription mo also helpful noticed benefit within week effect continuing increase time able wean benzo anxiety stayed manageable level ocd subsided immensely importantly medication helped pull deep depression stuck year grateful psychologist idea try medication hear older drug try,-0.125
not listed   othe,clozapine,2,Mild Side Effects,took medicine year teenager bipolar found misdiagnosis medication made miserable felt like died somehow still walking earth first couple year became extremely paranoid never problem taking medicine depression still dose gradually decreased felt bit better still feeling dread eat everything sleep time care anything coming medicine almost bad severe headache nausea lost pound almost instantly clozapine place think hard taking,0.333333333
not listed   othe,creatine,7,Mild Side Effects,creatine effective supplement one serious side effect caused overdosing diarrhea usually loading phase might experience bad diarrhea remmeber drink beer milk would cause painful diarrhea stomach ache,0.333333333
not listed   othe,dasatinib,10,No Side Effects,phil dr put sprycel bone marrow stem cell transplant precautionary measure initially suffered side effect mainly pleural edema different others drainage done back seemed cure immediately stayed sprycel week went back lower dosage mg day grittiness eye eye dry tear alot infact little edema leg foot really anything bad say sprycel nothing compare alive though cured another year also study drug provided cost,0
not listed   othe,dermal filler,10,Mild Side Effects,tried juverderm voluma radiesse filling loss volume check worked well radiesse lasted twice long seemed even improve month since stimulates collagen production radiesse also economical cost wise,0.333333333
not listed   othe,desmopressin,6,Mild Side Effects,ddavp since recently changed tablet form much convenient carry found trouble regular bowel movement also trouble losing weight lose water weight still staying hydrated ddavp heard maybe limit fluid intake,0.333333333
not listed   othe,diethylpropion,9,Moderate Side Effects,three day diethylpropion mg taking morning around felt working thirty min later ready go get day started concur goal already see feel difference tried everything worked ate right month got nothing fast two week encouraging something impress thirty min taking product sold opinion feel product finally give success reaching goal lose weight,0
not listed   othe,diltiazem,3,Severe Side Effects,drug week reflux getting worse back dr monday think need go back cardiologist missing left coronary artery right one supporting getting chest pain angiogram started thankfully blockage need protect one artery,0
not listed   othe,dimenhydrinate,9,Moderate Side Effects,decade yes decade sleep problem late onset circadian problem waking frequently urinate exhausted time dysfunctional day tried many type sleeping pill zopiclone hilarious night row repeated trial made sooo depressed memory seriously disrupted another side effect dramamine mg hour sleep time miracle drug sleep still perfect much improved life coming back,0
not listed   othe,dimethyl sulfoxide,10,No Side Effects,used dmso many thing related pain great sucess best used fever blister dry night currently trying oral liquid hypertension side effect slight redding skin soon go away itching waist applied topically taste bad caster oil get rid toothache faster thing ever used also got rid wart le day,0
not listed   othe,divalproex sodium,10,Extremely Severe Side Effects,depakote use zyprexa given life back felt normal many year,-0.125
not listed   othe,dobutamine,1,No Side Effects,extremely adverse effect dobutamine stress echo happened extremely high blood pressure headache heart went v tach v fib pvc every beat rn administered test told refuse use nuclear test test bad cardiologist could read,0
not listed   othe,doxepin,5,Mild Side Effects,doxepin xanax year take mg doxepin night xanax night mg doctor taking five xanax day starting get panic attack day want take xanax,0.333333333
not listed   othe,doxycycline,2,Severe Side Effects,absolutely nothing son acne,0
not listed   othe,doxylamine,10,Extremely Severe Side Effects,bedtime got later later early morning tired never fell asleep went bed brain overactive continually bought packet dosylamine took one tab hour bedtime relaxation kicked one half hour later slept solidly hour totally useless next day groggy energy next night cut tab quarter proved little effect take half tab tonight hopefully right amount relaxed tension brain activity teeth gritting seems muscle relaxant enabling mind let go shut subconscious anxiety problem prevents sleep worry wort,-0.125
not listed   othe,efavirenz   emtricitabine   tenofovir,10,Extremely Severe Side Effects,black out would get morning pas would wake loss hour know going friend trouble talking thought stroke taken hospital day found hiv viral load million organ shutting given atripla within month undetetable tc count dream time night sweat atripla saved life,-0.125
not listed   othe,electrolyte replacement solutions,8,Moderate Side Effects,runner started taking electrolyte replacement tab last month made big difference life run lot cramp le feel better training,0
not listed   othe,esterified estrogens,10,Extremely Severe Side Effects,helped much,-0.125
not listed   othe,etanercept,10,Extremely Severe Side Effects,medication saved life without would completely different person whoever found way treat ankylosing spondylitis medicine deserves world thank,-0.125
not listed   othe,ethinyl estradiol   etonogestrel,1,Mild Side Effects,bad experience started taking control endometriosis started become emotional mdd anxiety went roof depression hit rock bottom idea side affect nuva ring bad cramp feel icky time back pill feel much better already,0.333333333
not listed   othe,famotidine,9,Mild Side Effects,took zyrtec everyday month saw zero improvement sudden outbreak hive advised take double dos zyrtec allegra thing got sleepy taking famotidine three day saw almost immediate result today day hive gone itching virtually gone even dark spot hive leaving behind seem fading noticed side effect except extreme joy something finally worked,0.333333333
not listed   othe,fexofenadine   pseudoephedrine,8,Extremely Severe Side Effects,antihistamine effect strong immediate release diphenhydramine benadryl still work pretty well continuous release nice thing,-0.125
not listed   othe,flavoxate,10,Mild Side Effects,used time uti symptom knock gladly take pain seem make urine burn next day though,0.333333333
not listed   othe,fluoxetine   olanzapine,9,Mild Side Effects,almost year half medicine changed life worked wonder,0.333333333
not listed   othe,fluphenazine,9,Mild Side Effects,fluphenazine work well stopping visual auditory give urinary probloms,0.333333333
not listed   othe,fluticasone,10,Extremely Severe Side Effects,flonase greatly improved life nasal allergy terrible even taking allegra every day carry kleenex everywhere morning worst would sit coffee one hand tissue miserable becoming tired feeling awful every day paid visit allergist prescribed flonase within week feeling better itchy runny nose post nasal drip used get constant tickle throat never believed caused post nasal drip evidently also gone love,-0.125
not listed   othe,fluvoxamine,9,No Side Effects,switched fluvoxamine fluoxetine gad anorexia suggested higher dose needed fluvoxamine better medication fluoxetine helped fluvoxamine really showed difference mood improved stabilised also helped attitude towards eating managed get healthy bmi,0
not listed   othe,gatifloxacin,4,Mild Side Effects,using zymar week conjunctivitis slight improvement everyday kept hoping redness go away used something else last year got result within day doctor resistant changing medication certainly indicated work week frustrated,0.333333333
not listed   othe,gentian violet,9,Moderate Side Effects,chronic problem yeast candida causing skin irritation back upper part leg turned sore sitting wheelchair stuck bed lot admit healed heard gv short time used help warning wear rubber glove applying stain skin clothes etc friend told gv used grandson thrush mouth n cleared min sure n research n read direction recommendation b using new medication,0
not listed   othe,glipizide,2,Extremely Severe Side Effects,ever since taken metformin prescribed glipizide er c drastically gone gained weight abdomen huge month pregnant,-0.125
not listed   othe,guaifenesin   pseudoephedrine,7,Extremely Severe Side Effects,experience rare side effect began sweating profusely taking pill recommended dosage day reading figured drank cup coffee third morning took pill led sweating otherwise adverse side effect work great good combination coffee,-0.125
not listed   othe,haloperidol,1,Extremely Severe Side Effects,prescribed haldol aggression agitation hospitalized bipolar disorder psychiatrist abrasive personality prescribed hauled staff without telling anything even name became extremely shaky could hold head drowsy function literally screamed doctor take gave something counteract shakiness fine discharged going give straight haldol argued,-0.125
